"","AD_A_S33_L001_R1_001","AD_B_S34_L001_R1_001","AD_C_S35_L001_R1_001","AD_D_S36_L001_R1_001","AD_E_S37_L001_R1_001","AD_F_S38_L001_R1_001","AD_G_S39_L001_R1_001","AD_H_S40_L001_R1_001","AD_I_S41_L001_R1_001","AD_J_S42_L001_R1_001","AD_K_S43_L001_R1_001","AD_L_S44_L001_R1_001","AD_M_S45_L001_R1_001","AD_N_S46_L001_R1_001","AD_O_S47_L001_R1_001","AD_Q_S48_L001_R1_001","MMCI_A_S17_L001_R1_001","MMCI_B_S18_L001_R1_001","MMCI_C_S19_L001_R1_001","MMCI_D_S20_L001_R1_001","MMCI_E_S21_L001_R1_001","MMCI_F_S22_L001_R1_001","MMCI_G_S23_L001_R1_001","MMCI_H_S24_L001_R1_001","MMCI_I_S25_L001_R1_001","MMCI_J_S26_L001_R1_001","MMCI_K_S27_L001_R1_001","MMCI_L_S28_L001_R1_001","MMCI_M_S29_L001_R1_001","MMCI_N_S30_L001_R1_001","MMCI_O_S31_L001_R1_001","MMCI_P_S32_L001_R1_001","NCI_A_S1_L001_R1_001","NCI_B_S2_L001_R1_001","NCI_C_S3_L001_R1_001","NCI_D_S4_L001_R1_001","NCI_E_S5_L001_R1_001","NCI_F_S6_L001_R1_001","NCI_G__S7_L001_R1_001","NCI_H_S8_L001_R1_001","NCI_I_S9_L001_R1_001","NCI_J_S10_L001_R1_001","NCI_K_S11_L001_R1_001","NCI_L_S12_L001_R1_001","NCI_M_S13_L001_R1_001","NCI_N_S14_L001_R1_001","NCI_O_S15_L001_R1_001","NCI_P_S16_L001_R1_001"
"tRF-25-SX0DIJZ726",0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,15.39,9.47,0,0,39.2,0,0,0,0,0,0,0,0,0,0
"tRF-25-U1J0SU9ELB",0,0,0,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-25-U37Y93Y086",5.43,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-U47P299DZU",0,0,0,0,0,6.49,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-U736DFHFNB",0,7.8,35.61,10.02,22.14,0,14.51,0,8.75,6.1,4.77,0,0,27.05,0,0,20.46,0,26.28,7.79,20.29,0,14.37,0,0,12.36,0,6.46,15.57,0,0,0,0,7.69,0,0,10.83,19.6,0,0,0,0,7.84,8.33,0,0,54.08,14.09
"tRF-25-UE02K0F78B",0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-25-UL26SZSB32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,32.45,0
"tRF-25-UMPLBIUBNX",0,0,17.8,0,22.14,6.49,36.27,24.45,0,0,19.08,0,31.32,45.09,28.53,22.5,20.46,0,26.28,23.36,20.29,0,28.75,0,13.92,0,79.34,6.46,0,0,9.54,0,0,23.08,0,8.51,0,19.6,0,0,8.74,0,7.84,0,30.47,11.09,10.82,21.14
"tRF-25-V470VR3196",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-V47P596VW6",5.43,23.4,53.41,10.02,33.21,12.98,7.25,6.11,0,30.48,4.77,10.84,20.88,27.05,28.53,0,0,21.71,39.42,15.57,10.15,23.43,43.12,13.26,4.64,12.36,31.74,51.69,10.38,0,4.77,9.04,48.09,15.39,47.37,25.52,21.65,19.6,26.49,0,26.22,14.89,7.84,8.33,45.7,0,10.82,7.05
"tRF-25-V47Q2WNIYF",0,0,0,0,0,0,7.25,0,0,0,4.77,21.68,20.88,0,0,0,0,0,0,7.79,0,11.71,0,0,0,0,0,0,0,0,9.54,0,0,0,0,0,0,0,0,0,8.74,7.45,0,0,0,11.09,0,0
"tRF-25-V4QP596VZ6",5.43,23.4,0,0,0,0,14.51,6.11,0,24.39,19.08,0,0,27.05,9.51,0,0,65.13,13.14,7.79,0,17.57,0,0,9.28,12.36,15.87,12.92,20.75,0,4.77,0,0,0,9.47,17.01,0,0,0,0,0,14.89,7.84,0,0,11.09,0,0
"tRF-25-V81H93WB86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-VBY9PYKHM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-VH7P59N3Z6",5.43,31.2,53.41,20.04,11.07,19.47,29.02,12.22,35,12.19,14.31,10.84,41.76,27.05,9.51,5.63,0,54.27,65.7,0,40.58,35.14,14.37,26.52,13.92,12.36,47.6,38.77,31.13,0,14.32,27.12,48.09,61.55,47.37,34.02,32.48,19.6,13.24,24.6,26.22,37.23,15.68,0,45.7,33.28,21.63,0
"tRF-25-VHM96YYDLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,45.7,0,0,0
"tRF-25-VOH30WUI8O",0,7.8,0,0,0,0,0,0,0,6.1,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,11.09,0,0
"tRF-25-VOXS1N70YO",0,0,8.9,20.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,0
"tRF-25-VOXS1N70YU",0,0,0,0,0,0,0,0,0,0,9.54,10.84,0,9.02,0,22.5,0,0,13.14,0,10.15,0,14.37,0,13.92,12.36,15.87,0,0,0,4.77,9.04,0,7.69,0,8.51,0,9.8,6.62,0,8.74,0,0,0,0,11.09,0,7.05
"tRF-25-VUY9Q9R4L2",0,0,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-VUY9QZR4L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-VW3H93WBK6",54.28,78.01,71.21,40.08,88.56,19.47,29.02,18.33,96.26,30.48,23.85,75.87,62.64,63.13,85.6,16.88,81.83,10.85,105.12,23.36,71.02,23.43,114.98,92.83,46.39,123.64,111.08,19.38,46.7,30.62,9.54,36.16,24.05,30.77,75.8,51.04,0,68.6,26.49,61.49,26.22,37.23,31.35,33.33,121.86,99.85,64.9,7.05
"tRF-25-VWFZ094OFO",5.43,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-W282FN5KYU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-W282FNPKYU",5.43,0,0,0,0,0,0,0,0,0,4.77,10.84,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-W7R95DXWRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-W8E7OMJHHS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-WKXU53K876",0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,13.26,0,0,0,0,5.19,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-WLV47PU9XW",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-WO6V9EYK46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-WR645J7KYU",5.43,15.6,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,10.85,0,0,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-25-WUH6QE30YO",0,0,0,0,0,0,0,0,0,6.1,4.77,0,0,0,9.51,0,61.37,0,0,7.79,0,0,0,13.26,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-25-X6L85J3KYU",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,14.37,13.26,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-X6XMSL73VL",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-XB0ZZRD226",0,0,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,6.46,0,0,0,9.04,0,0,0,8.51,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-25-XENDBP1IUU",0,0,0,20.04,11.07,0,0,0,8.75,18.29,4.77,0,0,0,0,0,0,10.85,0,0,0,0,0,13.26,0,0,15.87,12.92,0,0,0,0,0,0,0,8.51,10.83,9.8,6.62,0,0,7.45,0,0,15.23,0,0,0
"tRF-25-XF0N2BD0U6",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.09
"tRF-25-XL5LDOV2QX",0,7.8,8.9,0,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-XSXMSL73VL",450.51,725.49,1059.27,1132.22,664.16,331.05,311.93,1295.64,883.84,640.16,286.24,1354.84,668.14,459.92,627.72,691.93,1022.87,412.47,932.96,249.16,1055.13,263.58,833.61,822.24,1159.81,1236.38,967.96,529.84,409.91,380.6,572.61,569.54,745.43,684.7,795.85,706,974.44,587.98,350.97,1832.4,410.78,632.96,1026.8,825.01,1538.51,1664.19,800.37,260.74
"tRF-25-Y189BJD5EU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24,0,0,7.45,0,0,0,0,0,7.05
"tRF-25-Y2HZFZ93QO",5.43,0,17.8,10.02,11.07,19.47,0,0,17.5,18.29,0,0,0,27.05,9.51,0,0,43.42,13.14,23.36,0,17.57,28.75,0,0,12.36,0,6.46,0,8.75,9.54,9.04,0,0,0,17.01,10.83,9.8,0,12.3,0,29.79,7.84,8.33,0,22.19,10.82,7.05
"tRF-25-Y2PPEVNKZU",0,23.4,35.61,0,0,25.96,0,18.33,26.25,18.29,9.54,0,0,9.02,19.02,0,20.46,21.71,0,0,30.44,0,0,66.31,4.64,12.36,0,6.46,15.57,4.37,0,9.04,0,0,28.42,8.51,10.83,49,6.62,24.6,8.74,7.45,15.68,8.33,15.23,0,21.63,0
"tRF-25-Y4HEJQY1B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,15.23,0,0,0
"tRF-25-Y6FPZD3K4U",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-Y6FPZD3KYU",5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-Y6IO43ZU2F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-25-Y7MXSL735L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-Y8RH93WB86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,0
"tRF-25-Y91293WEW6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24,0,0,0,0,0,0,0,0,0
"tRF-25-YBEZ03J076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,0
"tRF-25-YBUP0O51YO",0,0,17.8,0,0,0,0,0,0,6.1,9.54,10.84,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,9.47,0,0,9.8,0,0,0,0,0,8.33,0,0,0,0
"tRF-25-YKISQI45L6",5.43,7.8,0,0,0,0,0,12.22,17.5,0,0,32.52,0,0,9.51,11.25,0,0,26.28,15.57,30.44,0,14.37,0,18.56,12.36,0,0,10.38,4.37,0,0,0,0,9.47,8.51,10.83,0,13.24,12.3,0,22.34,7.84,33.33,0,0,10.82,7.05
"tRF-25-YLI1539U76",0,0,8.9,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
"tRF-25-YONONU3IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-YRH4SXQ3V2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-25-Z2NO5RD80L",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-Z3M8ZLSSXU",97.7,569.47,222.53,110.22,221.39,97.37,152.34,171.12,113.76,310.94,104.95,97.55,125.28,432.86,142.66,39.38,61.37,0,118.26,62.29,273.93,117.15,57.49,39.79,185.57,136,190.42,323.07,202.36,100.62,66.8,36.16,96.18,269.27,198.96,187.13,119.1,352.79,291.37,159.87,104.88,14.89,109.73,175,137.09,133.14,86.53,451.02
"tRF-25-Z3R9512R12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-25-Z3R95R2R12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0
"tRF-25-Z4D7OOJ0QX",16.28,54.61,8.9,30.06,66.42,38.95,72.54,36.67,26.25,12.19,4.77,10.84,62.64,9.02,76.09,11.25,40.91,130.25,0,31.14,0,41,14.37,0,23.2,12.36,15.87,71.08,15.57,43.75,19.09,9.04,0,15.39,56.85,17.01,10.83,78.4,19.87,0,17.48,22.34,23.51,8.33,45.7,44.38,10.82,91.61
"tRF-25-Z4NY2V7KYU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-Z4S673FEW6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,0
"tRF-25-Z87ID890YB",0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-ZB0PNYRKYU",0,0,0,0,11.07,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-ZK79KVPKYU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-25-ZKXU53K876",0,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-ZLB6R3LU76",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-ZRS3SJRX8F",0,0,0,0,22.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-ZVEH93WB86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
"tRF-25-ZY0DI6BB5L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,0,0,0,0,0,0,0,0,0,10.83,0,0,0,0,0,0,0,0,0,0,0
"tRF-25-ZY598K5876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-0653L45SB1B",0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,4.64,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0
"tRF-26-08R959KUMKB",0,0,0,0,0,0,0,0,0,18.29,4.77,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,7.69,9.47,0,10.83,0,0,0,0,0,15.68,0,0,11.09,21.63,0
"tRF-26-08R9D9KUMKB",0,0,0,0,0,6.49,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,9.54,0,0,7.69,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-26-0IOB9ZFH69B",10.86,7.8,8.9,10.02,22.14,0,7.25,0,0,0,0,0,10.44,9.02,9.51,0,20.46,0,52.56,0,0,0,14.37,13.26,0,24.73,0,0,5.19,0,0,0,0,0,0,0,10.83,0,0,0,0,0,0,8.33,0,11.09,0,7.05
"tRF-26-0KFMNKYUHRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-14PSR9O933B",0,0,0,0,0,0,0,6.11,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-16ZSIJ7KYUB",0,0,0,0,0,0,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-17NS5J7KYUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-1IUUK7VZ0RB",5.43,46.81,8.9,10.02,22.14,19.47,36.27,12.22,8.75,36.58,28.62,0,20.88,45.09,9.51,0,40.91,0,39.42,31.14,10.15,29.29,0,13.26,27.84,12.36,47.6,6.46,10.38,26.25,42.95,0,24.05,15.39,0,25.52,0,19.6,19.87,36.89,8.74,22.34,7.84,25,0,33.28,10.82,42.28
"tRF-26-1KYK37ZXK1B",0,0,17.8,0,11.07,0,0,0,0,0,0,0,0,0,0,0,0,10.85,0,7.79,0,0,0,0,4.64,12.36,0,0,5.19,8.75,0,0,0,7.69,0,0,0,0,6.62,0,17.48,0,7.84,0,0,0,0,21.14
"tRF-26-1LQ4PU7340B",0,0,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-1N2N37WX01B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-26-1NL33VL8W1B",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-1NLI38NJW1B",0,7.8,8.9,30.06,11.07,6.49,7.25,18.33,8.75,12.19,14.31,0,0,9.02,0,0,81.83,43.42,13.14,7.79,0,5.86,14.37,0,0,0,15.87,6.46,0,8.75,4.77,0,0,0,0,17.01,0,9.8,0,0,0,14.89,0,0,0,55.47,10.82,0
"tRF-26-1QBLS17ONRB",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0
"tRF-26-1YIPRVYJ9XB",0,0,35.61,0,11.07,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-24OUQHN2N7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-24RM8RQFR9B",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-2NBX7ZOOJ9B",0,0,0,0,11.07,0,0,0,0,0,4.77,21.68,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,0,5.19,0,4.77,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,10.82,0
"tRF-26-309MUKL6O9B",0,0,0,0,11.07,0,0,0,0,0,0,10.84,0,0,0,0,0,0,13.14,0,0,0,14.37,0,0,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-30MMUKLY5ZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-30MMUKLYM9B",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-387SFRJ4O1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-26-395P4PN3FJ0",10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-39BJ36S0ZFB",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-3FPD48YUHSB",0,0,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-3IRW18V6XO0",0,0,0,0,0,6.49,0,0,8.75,0,0,0,10.44,0,9.51,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,4.77,9.04,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,7.05
"tRF-26-3JVIJMRPFQ0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0
"tRF-26-3S7SDR5MEJB",0,0,0,0,0,0,0,0,17.5,0,4.77,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,15.87,0,0,0,0,0,0,0,0,0,21.65,0,0,0,0,0,7.84,16.67,0,0,10.82,0
"tRF-26-3W2VR008R90",0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-26-3W2VR008R9B",0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
